Date, Cumulative kWh, Delta +kWh, Days +kWh, Weeks +kWh, Months +kWh, Years +kWh
2023-01-31 15:00, 645.69, 0.00,  0.29,  1.13,  26.70,  26.70
2023-01-31 16:00, 645.69, 0.00,  0.29,  1.13,  26.70,  26.70
2023-01-31 17:00, 645.69, 0.00,  0.29,  1.13,  26.70,  26.70
2023-01-31 18:00, 645.69, 0.00,  0.29,  1.13,  26.70,  26.70
2023-01-31 19:00, 645.69, 0.00,  0.29,  1.13,  26.70,  26.70
2023-01-31 20:00, 645.69, 0.00,  0.29,  1.13,  26.70,  26.70
2023-01-31 21:00, 645.69, 0.00,  0.29,  1.13,  26.70,  26.70
2023-01-31 22:00, 646.32, 0.63,  0.92,  1.76,  27.33,  27.33
2023-01-31 23:00, 646.52, 0.20,  1.12,  1.96,  27.53,  27.53
2023-02-01 00:00, 646.52, 0.00,  0.00,  1.96,  0.00,  27.53
2023-02-01 01:00, 646.52, 0.00,  0.00,  1.96,  0.00,  27.53
2023-02-01 02:00, 646.52, 0.00,  0.00,  1.96,  0.00,  27.53
2023-02-01 03:00, 646.52, 0.00,  0.00,  1.96,  0.00,  27.53
2023-02-01 04:00, 646.52, 0.00,  0.00,  1.96,  0.00,  27.53
2023-02-01 05:00, 646.52, 0.00,  0.00,  1.96,  0.00,  27.53
2023-02-01 06:00, 646.52, 0.00,  0.00,  1.96,  0.00,  27.53
2023-02-01 07:00, 646.79, 0.27,  0.27,  2.23,  0.27,  27.80
2023-02-01 08:00, 647.02, 0.23,  0.50,  2.46,  0.50,  28.03
2023-02-01 09:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 10:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 11:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 12:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 13:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 14:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 15:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 16:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 17:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 18:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 19:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 20:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 21:00, 647.02, 0.00,  0.50,  2.46,  0.50,  28.03
2023-02-01 22:00, 647.34, 0.32,  0.82,  2.78,  0.82,  28.35
2023-02-01 23:00, 647.34, 0.00,  0.82,  2.78,  0.82,  28.35
2023-02-02 00:00, 647.34, 0.00,  0.00,  2.78,  0.82,  28.35
2023-02-02 01:00, 647.34, 0.00,  0.00,  2.78,  0.82,  28.35
2023-02-02 02:00, 647.34, 0.00,  0.00,  2.78,  0.82,  28.35
2023-02-02 03:00, 647.34, 0.00,  0.00,  2.78,  0.82,  28.35
2023-02-02 04:00, 647.34, 0.00,  0.00,  2.78,  0.82,  28.35
2023-02-02 05:00, 647.34, 0.00,  0.00,  2.78,  0.82,  28.35
2023-02-02 06:00, 647.34, 0.00,  0.00,  2.78,  0.82,  28.35
2023-02-02 07:00, 647.55, 0.21,  0.21,  2.99,  1.03,  28.56
2023-02-02 08:00, 647.55, 0.00,  0.21,  2.99,  1.03,  28.56
2023-02-02 09:00, 647.55, 0.00,  0.21,  2.99,  1.03,  28.56
2023-02-02 10:00, 647.55, 0.00,  0.21,  2.99,  1.03,  28.56
2023-02-02 11:00, 647.83, 0.28,  0.49,  3.27,  1.31,  28.84
2023-02-02 12:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 13:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 14:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 15:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 16:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 17:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 18:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 19:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 20:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 21:00, 647.83, 0.00,  0.49,  3.27,  1.31,  28.84
2023-02-02 22:00, 648.13, 0.30,  0.79,  3.57,  1.61,  29.14
2023-02-02 23:00, 648.13, 0.00,  0.79,  3.57,  1.61,  29.14
2023-02-03 00:00, 648.13, 0.00,  0.00,  3.57,  1.61,  29.14
2023-02-03 01:00, 648.13, 0.00,  0.00,  3.57,  1.61,  29.14
2023-02-03 02:00, 648.13, 0.00,  0.00,  3.57,  1.61,  29.14
2023-02-03 03:00, 648.13, 0.00,  0.00,  3.57,  1.61,  29.14
2023-02-03 04:00, 648.13, 0.00,  0.00,  3.57,  1.61,  29.14
2023-02-03 05:00, 648.13, 0.00,  0.00,  3.57,  1.61,  29.14
2023-02-03 06:00, 648.13, 0.00,  0.00,  3.57,  1.61,  29.14
2023-02-03 07:00, 648.51, 0.38,  0.38,  3.95,  1.99,  29.52
2023-02-03 08:00, 648.51, 0.00,  0.38,  3.95,  1.99,  29.52
2023-02-03 09:00, 648.51, 0.00,  0.38,  3.95,  1.99,  29.52
2023-02-03 10:00, 648.51, 0.00,  0.38,  3.95,  1.99,  29.52
2023-02-03 11:00, 648.51, 0.00,  0.38,  3.95,  1.99,  29.52
2023-02-03 12:00, 648.85, 0.34,  0.72,  4.29,  2.33,  29.86
2023-02-03 13:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 14:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 15:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 16:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 17:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 18:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 19:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 20:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 21:00, 648.85, 0.00,  0.72,  4.29,  2.33,  29.86
2023-02-03 22:00, 649.13, 0.28,  1.00,  4.57,  2.61,  30.14
2023-02-03 23:00, 649.13, 0.00,  1.00,  4.57,  2.61,  30.14
2023-02-04 00:00, 649.13, 0.00,  0.00,  4.57,  2.61,  30.14
2023-02-04 01:00, 649.13, 0.00,  0.00,  4.57,  2.61,  30.14
2023-02-04 02:00, 649.13, 0.00,  0.00,  4.57,  2.61,  30.14
2023-02-04 03:00, 649.13, 0.00,  0.00,  4.57,  2.61,  30.14
2023-02-04 04:00, 649.13, 0.00,  0.00,  4.57,  2.61,  30.14
2023-02-04 05:00, 649.13, 0.00,  0.00,  4.57,  2.61,  30.14
2023-02-04 06:00, 649.13, 0.00,  0.00,  4.57,  2.61,  30.14
2023-02-04 07:00, 649.33, 0.20,  0.20,  4.77,  2.81,  30.34
2023-02-04 08:00, 649.52, 0.19,  0.39,  4.96,  3.00,  30.53
2023-02-04 09:00, 649.59, 0.07,  0.46,  5.03,  3.07,  30.60
2023-02-04 10:00, 649.59, 0.00,  0.46,  5.03,  3.07,  30.60
2023-02-04 11:00, 649.59, 0.00,  0.46,  5.03,  3.07,  30.60
2023-02-04 12:00, 649.65, 0.06,  0.52,  5.09,  3.13,  30.66
